"Art_ID","Par_ID","Paragraph"
42,662,"The battle between the two companies centres on the United States. Indeed, Walmart's attempts to offload Asda are little more than a distraction as the American group pours resources into its domestic business and technology investments. Its purchase of a majority stake in India's Flipkart two years ago, and its more recent attempt to buy a slice of China's TikTok, show its ambitions in the sector. However, boring old groceries rather than flashy technology are the crux of the Walmart-Amazon rivalry."
42,663,"The US grocery market will be worth $682 billion this year, according to Ibis World, a research firm. Online sales will account for only 4 per cent of the market, research by UBS suggests. However, online sales grew by about 15 per cent in the year to July compared with the same period a year before, a report by Tabs Analytics found. For online shopping of all kinds, Amazon continues to dominate. It will take 38.7 per cent of ecommerce sales in the US this year, research by Emarketer suggests. Walmart trails in second place, with 5.3 per cent, and Ebay is third with 4.7 per cent."
42,664,"However, Walmart dominates US groceries. It has a 21.3 per cent share of the market, more than double second-placed Kroger's 9.9 per cent and significantly more than Amazon's 2.2 per cent, research from UBS shows. And when it comes to online grocery deliveries, Walmart has always had one advantage that Amazon lacks: the basis of a national delivery network. Walmart says that nine in ten Americans live within ten minutes of one of its supermarkets, which double as delivery hubs. Amazon is trying to catch up by building thousands more localised hubs for its distribution network but this is taking time and money."
42,665,"Walmart is also doffing its cap to its rival. Two weeks ago it launched Walmart+, a $98-a-year membership scheme offering free grocery deliveries. It is, of course, taking on Prime, Amazon's hugely successful free delivery membership scheme, which costs $119 a year and has 150 million subscribers."
42,666,"Compared with Amazon Prime, Walmart+ is limited. It does not yet offer free delivery of non-grocery products from www.Walmart.com, many of which are sold by third party merchants. Further, Walmart+ does not come with free video and music streaming services and other benefits unrelated to free delivery."
42,667,"Nonetheless, analysts are generally positive about its prospects."
42,668,"Given its dominance of ecommerce, one might have expected Amazon to be ahead in the online grocery game, but that does not appear to be the case. The Tabs Analytics report suggests that Walmart overtook Amazon in online grocery transactions for the first time in the year to July, taking 30 per cent to Amazon's 27 per cent. This is an impressive performance, showing that Walmart is capable of holding its own - and perhaps more - against the world's largest ecommerce group in the lucrative US market for groceries."
42,669,"ADVICE Buy WHY Walmart appears to be fending off Amazon from its US grocery business"
43,670,"Beijing"
43,671,"TikTok owner applied for a technology export license in China, as announcedThursday, to complete an agreement with Oracle and Walmart that allows the popular app to continue operating in the United States."
43,672,"TikTok's 'child' account attracts girls; it's a pedophilia network"
43,673,"Beijing narrowed its control over technology exports last month, in an effort to gain bargaining power in the face of Washington's attempts to force TikTok's direct sale to U.S. owners. The White House has described the video platform as a security risk because the personal information of its millions of U.S. users could be handed over to Chinese authorities."
43,674,"President Donald Trump said this week that he would authorize a proposed agreement in which Oracle Corp. and Walmart Inc. would initially own 20% of a new U.S. corporation,TikTok Global. Trump said Oracle must have ""full control."""
43,675,"US postpones TikTok ban after announcement of possible deal"
43,676,"ByteDance said it had applied for an export licence from the Beijing Municipal Trade Office and was waiting for a response. The one-sentence statement gave no further details."
43,677,"The GOC has not indicated whether they will accept a technology transfer. But official newspapers criticized the proposed deal this week calling it harassment and extortion."
43,678,"China has no reason to give the green light to such an agreement, which is dirty and unfair,"" the China Daily newspaper published Wednesday."
43,679,"TikTok confirms that it proposed agreement with Oracle and Walmart"
43,680,"China will ""take the necessary measures"" to protect its companies, the Foreign Ministry said Thursday, without detailing what steps it could take that would affect TikTok's fate in the United States."
43,681,"A Ministry spokesman, Wang Wenbin, called on Washington to ""respect the principles of the market economy and fair competition"" and ""provide a fair and non-discriminatory business framework"" for foreign firms."
43,682,"Asc"
43,683," "
44,684,"The new complex, of 200 thousand square meters, started operations in March this year and distributes merchandise directly to more than 90 stores in Bodega Aurrera, Walmart, Superama and Sam's Club, as well as e-commerce orders in Yucatan, Campeche and Quintana Roo, according to a statement."
44,685,"""This Cedis, in conjunction with the others opened this year, are part of the company's goal of bringing products closer to the two thousand 580 stores it has in the country, offering its customers quality, food and freshness, saving them time and money to help them live better,"" the retailer said in the statement."
44,686,"The opening of the new Cedis goes in line with Walmart's strategy of growing its digital channel and also leveraging physical stores to fill the orders they receive through its website, apps and kiosks, a plan that began to develop even before the health contingency over the covid-19 pandemic increased demand in e-commerce."
44,687,"The investment of the new omnichannel complex allowed the generation of 725 direct and at least 450 indirect jobs."
44,688,"So far in 2020, Walmart of Mexico has opened three distribution centers in the Mexican market, considering that of Mérida, one in the State of Mexico and one in Chihuahua, with a total investment of more than two thousand 640 million pesos ($119 million)."
44,689,"For the Monex stock exchange, the news is positive because business management could generate favorable synergies for the different formats of the retailer."
44,690,"Walmart's investment in Yucatan was also celebrated by the local government."
44,691,"""Today, the Yucatans witness once again that the economic revival of the state is on track. A revival that has only been made possible by coordinated work between government, private companies and civil society. With investments like Walmart's doing, it's how we promote and transform the local economy, generating jobs and driving Yucatan's economic dynamics, turning it into a logistical hub,"" said Mauricio Vila Dosal, governor of Yucatan, quoted in the statement."
44,692," "
45,693,"Sept. 24-- Sep. 24--A Harlingen man arrested for threatening to shoot up a local Walmart store in August of last year pleaded not guilty to a charge of making a terroristic threat on Wednesday."
45,694,"Jose Luis Gonzales, 22, was arrested by Harlingen Police on Aug. 10, 2019 after the department conducted an investigation to the threat, which was posted on an unknown social media site."
45,695,"Records show that Gonzales submitted a waiver of arraignment and entered a plea of not guilty on Wednesday. The case is set for trial on Jan. 18, 2021."
45,696,"According to records, Gonzales remains out on a $75,000 bond, posted on Aug. 16, 2019."
45,697,"The threat allegedly made by Gonzales came just over a week after a 21-year-old man from Allen, Texas, was arrested and charged with capital murder in connection to the shooting and killing 23 people at a Walmart in El Paso, leaving 23 others injured."
45,698,"A photograph of the post about the Harlingen Walmart that appeared in local media reports resembled a Facebook account operated by a ""Louie Gonzales"". The post stated, ""Harlingen Walmart will be shot up on August 11."""
45,699,"Harlingen Police wrote in a press release that the department became aware of the threat at around 3:35 a.m. on Saturday, Aug.10 and arrested Gonzales following an overnight investigation."
45,700,"esheridan@brownsvilleherald.com"
45,701,"___ (c)2020 The Brownsville Herald (Brownsville, Texas) Visit The Brownsville Herald (Brownsville, Texas) at www.brownsvilleherald.com Distributed by Tribune Content Agency, LLC."
46,702," Walmart Inc., Quest Diagnostics Inc. and drone services provider DroneUp announced a pilot program for delivery of at-home COVID-19 self-collection kits by drones in the North Las Vegas-area."
46,703," Walmart said in a blog post that it has partnered with Quest Diagnostics and DroneUp to launch trial deliveries of collection kits to customers in North Las Vegas, and Cheektowaga, New York, in early October. "
46,704," The retail giant noted that the trials are an innovative new way to provide additional and contactless testing options."
46,705," Walmart has announced two other drone trials in recent weeks. One of the trials is to deliver select grocery and household essentials, while the other trial is to test delivery of certain health and wellness products."
46,706," According to Walmart, patients who qualify for drone delivery of the COVID-19 self-collection kits must live in a single-family residence within a one-mile radius of the designated Supercenters in North Las Vegas and Cheektowaga. "
46,707," Patients must also meet CDC and state as well as local guidelines for testing and must be 18 years of age or older."
46,708," Patients must request a drone delivery appointment through www.GetDroneTest.com. "
46,709," The test kit includes a device for nasal swab collection, which is the same kit made available by Quest recently through its QuestDirect Active Infection Test."
46,710," Customers who opt to receive the at-home kit delivered by drones do not have to pay delivery or kit costs. The kits will land on the driveway, front sidewalk, or backyard of the customer's home, depending on where there are cars and trees. "
46,711," After the kits are delivered, the person must perform a self-administered nasal swab at his home and send his sample back to a Quest Diagnostics lab for testing using the included prepaid shipping label. "
46,712," Patients will receive their COVID-19 test results through the Quest Diagnostics 'MyQuest' online portal or app."
46,713," ""We hope drone delivery of self-collection kits will shape contactless testing capabilities on a larger scale and continue to bolster the innovative ways Walmart plans to use drone delivery in the future,"" said Tom Ward, Walmart's Senior Vice President of Customer Product."
46,714," The drone delivery pilot will be available while supplies last every day from 8:30 a.m. to 3:30 p.m., weather and visibility permitting, the companies said. "
47,715,"Yucatan government authorities in conjunction with managers from Walmart Mexico and Central America inaugurated the first omnichannel distribution center (Cedis) in the country, located in Mérida."
47,716,"Through a statement, the supermarket chain stressed that this project required an investment of 140 million pesos."
47,717,"The U.S. company detailed that the space started operations in March this year and has approximately 200 thousand square meters, where it distributes merchandise directly to more than 90 stores of different business formats of the company: Bodega Aurrera, Walmart, Superama and Sam's Club."
47,718,"It also distributes merchandise for online orders, in the states of Yucatan, Campeche and Quintana Roo."
47,719,"""Walmart in Mexico and Central America maintains its investment plans in the country to generate sources of employment, technological innovation and opportunities for Mexican families,"" the company stated in the document."
47,720,"For his part, the governor of the entity, Mauricio Vila Dosal,stated that with this complex 725 direct jobs and more than 450 indirect jobs were created."
47,721,"""These types of actions give a break in such a complicated year and impacted by the COVID-19 pandemic, in terms of health as well as economically."""
47,722,"""For all this, I congratulate Walmart in Mexico and Central America on this Distribution Center and thank them for their confidence in betting on the state of Yucatan,"" the representative said."
47,723," "
48,724,"US-based retail giant Walmart launched a pilot programme to deliver Covid-19 tests to homes located within around 1.6 km of their store in North Las Vegas. The drones will deliver the test kits to people's front yards, driveways or nearest sidewalks free of cost and could take as little as five minutes, CNN reported."
48,725,"Once they place an order, customers will receive a text message when the test kit is on its way. The drone will drop the package in a safe location, depending on where there are cars and trees."
48,726,"After the customer administers the test, the sample can then be sent via courier service FedEx to a diagnostic lab, which will announce the results digitally within around two days, CNN reported."
48,727,"""We hope drone delivery of self-collection kits will shape contactless testing capabilities on a larger scale and continue to bolster the innovative ways Walmart plans to use drone delivery in the future,"" Tom Ward, Walmart's Senior Vice President of Consumer Products wrote in a blog post."
48,728,"The retail company partnered up with Quest Diagnostics and drone service provider DroneUp to carry out both the recent test in Las Vegas as well as a trial scheduled to take place in Cheektowaga, New York in October. Walmart does not have any immediate plans to expand the service to other parts of the country, Ward said in his blog post."
48,729,"The Walmart executive also clarified that deliveries would only be made ""while supplies last"" between 8:30 am and 3:30 pm to single-family homes. Deliveries may be cancelled if a power line or tree obstructs the drone, CNN reported."
48,730,"""We know that it will be some time before we see millions of packages delivered via drone,"" Ward wrote in a separate blog post. ""That still feels like a bit of science fiction, but we're at a point where we're learning more and more about the technology that is available and how we can use it to make our customers' lives easier."""
48,731,"Earlier this month, Walmart announced it had collaborated with Quest Diagnostics to conduct Covid-19 tests in more than 500 of their drive-thru pharmacies across the country."
49,732,"Walmart Inc. will recruit more than 20,000 workers ahead of the U.S. holidays to prepare for an expected surge in online shopping amid the pandemic, its first large seasonal hiring in five years."
49,733,"The world's biggest retailer is readying itself for a holiday e-commerce battle with Amazon.com Inc. by bringing on more seasonal staff to handle online orders at its U.S. distribution centres. The beginning hourly rate is US$15.75 and goes up to US$23.75, the company said in a press release Wednesday."
49,734,"The two retail giants have attracted new consumers since the start of the COVID-19 crisis as consumers flocked to online options for products ranging from groceries to exercise gear and pet products. And Walmart recently introduced subscription-delivery service, called Walmart+, to match the popular Amazon Prime offering."
49,735,"""Over the past six months, our customers have been shopping differently,"" said a Scott McCall, executive vice president and chief merchandising officer of Walmart's U.S. operations. ""We expect that will continue into the most important shopping season of the year - the holidays."""
49,736,"Walmart, which had already hired more than 500,000 employees since March across its stores and supply chain, may face labour competition as the unemployment rate - while still historically high - drops from its pandemic peak. Amazon said last week it was hiring 100,000 full and part-time employees across the U.S. and Canada, offering starting wages of at least US$15 an hour. Other retailers have announced holiday staffing, such as craft-store chain Michaels Cos., with plans to add more than 16,000 employees."
49,737,"Walmart also said it's increasing availability of ""unexpected'gifts that have become popular during social distancing, including loungewear, pyjamas, grills, bicycles and outdoor-sports gear. It's ready to sell 3 million pet beds."
49,738,"In the battle for parent and grandparent shoppers, the retailer said it will have 1,300 new toys such as puzzles and Legos, along with 800 exclusive items."
49,739,"The Bentonville, Arkansas-based retailer expects that many consumers will be starting their holiday shopping early, before the traditional kick-start of the season on Black Friday in November."
49,740,"Bloomberg !@COPYRIGHT=© 2020 Postmedia Network Inc. All rights reserved."
49,741,"Graphic"
49,742," "
49,743,"Angus Mordant, Bloomberg Files; The COVID-19 pandemic has Walmart customers ""shopping differently,"" says one executive, noting the shift from traditional to online shopping.; "
